,Date Created,location,Tweet
179,19/07/2021 07:23,Nigeria,@TheBestDecision I honestly think Nigeria is in our hands to save.
180,19/07/2021 07:23,"Lagos, Nigeria","@Kingston_eze Lmao. They should just show them Nigeria part only, then go change mind ASAP"
181,19/07/2021 07:23,"Lagos, Nigeria",Photos: Lions Club Of Nigeria Hands Over Renovated Health center at Ekeng Ewa To C’River Gov’t https://t.co/QWtlKxg0vK
182,19/07/2021 07:23,Ghana,Cost of petrol per litre in Nigeria surges by 28.5% yoy in June 2021 #NorvanReports  https://t.co/HYNl7zU8xR
183,19/07/2021 07:23,"Vienna, Austria",@KZPetro @Oglebay @OANN @frankzappa If you would have at least done the minimum amount of research and read the art… https://t.co/pkcwEPivLp
184,19/07/2021 07:23,"Lagos, Nigeria","You wake up in the morning, the first thing you do is complain about Nigeria instead of speaking life into your day… https://t.co/stpDGwGVoY"
185,19/07/2021 07:23,Lagos,Nigeria will be more peaceful when Buhari leaves office – Ibrahim Gambari https://t.co/4IO2BWG8nA
186,19/07/2021 07:23,Definitely on Earth. ,"Just posted a photo @ Lagos, Nigeria https://t.co/QUwhiP2ckM"
187,19/07/2021 07:23,the future,"@GazetteNGR Rescue?
How?
Were the cows kidnapped?
Chinekeme😂..
So finally, Nigeria police don rescue 
kidnappee (co… https://t.co/1MwHDFX8FZ"
188,19/07/2021 07:23,Dm,@TheBestDecision Save Nigeria
189,19/07/2021 07:23,Nigeria,Groups seek probe of N6.25b for ranching in Katsina | The Guardian Nigeria News - Nigeria and World News https://t.co/ViSdRtmlzB
190,19/07/2021 07:23,,Ghana Nigeria Business Council hosts maiden event in partnership with the GIPC - https://t.co/Enc5wfCVhT https://t.co/SV5YG4Agju
191,19/07/2021 07:23,"Abuja, Nigeria",@tunjiomotola ....that I said educated northerners are actually intelligent. Which is the lie? There is no part of… https://t.co/27MhMpCYkl
192,19/07/2021 07:22,,@justcallmeEru @Akumneri Same government will come with taxes on you. If you don't know let me enlighten you a litt… https://t.co/pqtoUfwvG3
193,19/07/2021 07:22,"Lagos, Berlin, London","Just posted a photo @ Lagos, Nigeria https://t.co/R1lrQZujZA"
194,19/07/2021 07:22,Nigeria,"@MorrisBaker_ Culture don dey embedded for religion, na wetin dey off Nigeria"
195,19/07/2021 07:22,benin city edo state,Calling on foreign powers to Help  Nigeria’s over insecurities is unpatriotic – Gov Masari of Katsina -… https://t.co/wa7vMOdFvQ
196,19/07/2021 07:22,,@titilayo_maryam @Sonjoe_Kutuh But you do go to market and meet with pple on daily basis? Unless you are not in Nigeria
197,19/07/2021 07:22,Anywhere VPN chooses,@Tutsy22 This is why they are willing to die on that One Nigeria hill.
198,19/07/2021 07:22,"Castle Peenemünde. SE, Nigeria","@franz411 @kdollar79 @Akumneri @innosonvehicles So m how did other nations do theirs?
Are you still buying time for… https://t.co/hy9ySYDLmQ"
199,19/07/2021 07:22,"Jabi, Abuja",OPEC deal increases Nigeria’s crude oil output to 1.8mbpd https://t.co/isu0EcAMTM via @NewsNowUK
200,19/07/2021 07:22,London & Wales,A deep dive into the activities of PoS agents in #Nigeria. https://t.co/GZq89QR6MX #sendit.money #fintech #payment https://t.co/UC9i95YK6n
201,19/07/2021 07:22,"From Anioma, Nigeria",@OkeStalyf True! As each day rolls on Nigeria is becoming increasingly difficult
202,19/07/2021 07:22,Nigeria,"APC releases timetable for ward congresses #Nigeria, #News https://t.co/dbfW4oikLK"
203,19/07/2021 07:22,,@Uk4rel8 @GazetteNGR The impression being created is that that Nigeria's  insecurity is out of hatred people have for Buhari
204,19/07/2021 07:21,"Kano, Nigeria",89% of Nigeria ladies are Americans in filters.
205,19/07/2021 07:21,Nigeria,@TheBestDecision Who go come save Nigeria bayii.
206,19/07/2021 07:21,,@DailyPostNGR The real culprit is the Fulanis invited to come and live in Nigeria
207,19/07/2021 07:21,,"@ElochukwuOhagi The only language Nigeria government understands.
Funny Country"
208,19/07/2021 07:21,London - UK,"Stop further ‘persecution, witch-hunting of Orji Uzor Kalu’ – Ohanaeze youths to EFCC https://t.co/XJDFOgqLZE… https://t.co/FFfyU0yewi"
209,19/07/2021 07:21,Lagos ,"As long as politics remains a general route to politics we stand to never know peace in Nigeria.
#RevolutionNow"
210,19/07/2021 07:21,"Lagos, Nigeria",FG Denies Asking Obi Cubana For Loan https://t.co/lDYmywoeVR
211,19/07/2021 07:21,,@HananyaNaftali @Amaka_Ekwo Praying for my friend Rudy and his team. https://t.co/kFPwEMftzQ
212,19/07/2021 07:21,Nigeria,"Stop further 'persecution, witch-hunting of Orji Uzor Kalu' - Ohanaeze youths to EFCC - Daily Post Nigeria https://t.co/6dXDIwd6Mt"
213,19/07/2021 07:21,La Ciudad De Las Gidi,"@orebobo @SoniaMaduabuchi @the_davidatta @Chxta Worse, ignoring the realities of Nigeria ensure you're more likely… https://t.co/QnLBQgCKoi"
214,19/07/2021 07:21,Lagos - Nigeria,"Thunderstorm, cloudiness to hit Nigeria for three days

https://t.co/8Td9zeiHs6"
215,19/07/2021 07:21,"Abuja, Nigeria","@tunjiomotola If you don't understand my context, I can't indulge. Is any part of Nigeria truly developed? I am the… https://t.co/k5J1MFjOaE"
216,19/07/2021 07:20,"New York, USA","@iamajideabayomi Sports in Nigeria is a whole mess
https://t.co/0nt8KArzaI"
217,19/07/2021 07:20,,"Presidency Tackles Kukah, Says His Disparagement of Nigeria Disappointing https://t.co/MblI74Gf7o"
218,19/07/2021 07:20,Idumuje-Ugboko,@MubarakBelerebe @UthmanTochukwu @Frank1Elder @Kornerstone4 Lol a particular region keeps preaching one Nigeria the… https://t.co/F1lLdZpuEV
219,19/07/2021 07:20,"Castle Peenemünde. SE, Nigeria",@iffy_ifey_ @CannonleoGeek @Akumneri The doctor that was suppose to see my dad was asking me if I know where he can… https://t.co/A8AqWrokGB
220,19/07/2021 07:20,He/Him,It’s like I get mad at Nollywood for not representing Asians like me. Wtf there are no Asians in Nigeria. Nigerian… https://t.co/GAPPwe9NvE
221,19/07/2021 07:20,HEAVEN ,@GazetteNGR For this same Nigeria where #EndSARS protesters was threat and something to worry about?
222,19/07/2021 07:20,"Lagos, Nigeria","Buhari will leave Nigeria more united, peaceful, prosperous – Prof Gambari https://t.co/XaeNcCoAt0"
223,19/07/2021 07:20,"Lagos, Nigeria",@NigeriaBasket Heat trio: what inspired you to play for Nigeria
224,19/07/2021 07:20,,"That Nigeria air logo, my nephew drew something similar to it. 

How much did the logo cost Nigerian tax payers again?"
225,19/07/2021 07:20,,NIGERIA GOVERNMENT IS USING FULANI HERDSMEN AND MIYETTI ALLAH TERRORISM KILL INNOCENT CHRISTIAN PEOPLE END NIGERIA… https://t.co/BuVtgYeHGY
226,19/07/2021 07:20,"Bristol,UK",Nigeria life expectancy 55
227,19/07/2021 07:20,,"No other Govt in the history of Nigeria had the amount of GOOD WILL Buhari led APC Govt had, outside OBJ's Govt.

A… https://t.co/9cRFb5RwdP"
228,19/07/2021 07:20,,@Mrpossidez @_LuQQQ For over how many years ..check his net worth in 2014 and currently..you see that he is moving… https://t.co/8wIiiRSO4h
229,19/07/2021 07:20,India ,"Share of people with at least 1 dose:
🇪🇺 EU 56%
🇺🇸 US 56%
🇧🇷 Brazil 44%
🇯🇵 Japan 34%
🇲🇽 Mexico 30%
🌏 World 26%
🇮🇳 I… https://t.co/pgGgFbjy1K"
230,19/07/2021 07:20,,Check our project of the day: Nigeria In Kind Donations - Latif Mustapha 🎉😉 on https://t.co/fpkrls1pZY https://t.co/J9zNn38f7k
231,19/07/2021 07:19,"Orlu, Nigeria",All African countries should start boycotting Nigeria and Kenya.
232,19/07/2021 07:19,Somewhere over the west wind. ,"The right to vote, in a democratic system of government is a basic human right. Voting empowers your choice of cand… https://t.co/r1dxURmAoR"
233,19/07/2021 07:19,Nigeria,"#mondaythoughts 🙌
Life offers you so many doors, it is up to you which to open and which one to close.… https://t.co/V6NoEpKkbK"
234,19/07/2021 07:19,"Federal Capital Territory, Nig","Now that nigeria government has banned the media from covering and reporting terrorist, bandits and headsmen busine… https://t.co/PrtwSy7LIk"
235,19/07/2021 07:19,,@Hyanes8 We're tired of nigeria
236,19/07/2021 07:19,The Internet,🇳🇬 Nigeria leads mobile app market growth in Africa as use of gaming apps surge 44% from Q1 2020 https://t.co/Izzl2vwaue
237,19/07/2021 07:19,,@AdeolaSoji @NigeriaBasket @JordanNwora Nobody live in Nigeria
238,19/07/2021 07:19,Nigeria,Benefits Of Passed PIB To Nigeria Economy https://t.co/xgpTVNbOrc
239,19/07/2021 07:19,London - UK,Buhari directs 7 North-West governors to end banditry https://t.co/LcoyjnzmSj  #Nigeria #NigeriaNews https://t.co/qderZXr9ni
240,19/07/2021 07:19,"Federal Capital Territory, Nig","@divergentscout @CannonleoGeek @Akumneri Nigeria doesn't know what scientific research is, it's microbiologists are… https://t.co/fskWMFq9Lv"
241,19/07/2021 07:19,Sandton,@lionofjada From 1960 to 1999 only three men from the South led Nigeria for a total of four years combined. Four ye… https://t.co/KaHNu1GtKL
242,19/07/2021 07:19,Kilburn NW6 UK.,"@TAIWOISAACABIOD @MobilePunch Did he kill your mother or father??
Unity he was preaching is to the Biafran nation a… https://t.co/UTYxbGJUJu"
243,19/07/2021 07:19,"Ikeja, Nigeria",No be me and you go talk of Nigeria matter on a Monday. God forbid bad thing..
244,19/07/2021 07:19,,"ALIEXPRESS SUMMER TRY-ON HAUL || Fast Shipping to NIGERIA! + Baddie on a budget x
https://t.co/zShSveN77O

New YouT… https://t.co/HCfG9GXQqS"
245,19/07/2021 07:19,Canada,"TOKYO OLYMPICS TEAM NIGERIA..

Know the Nigerian Olympians at Tokyo Olympics. 

Goodluck to #teamnigeria… https://t.co/NdnsHqkn1R"
246,19/07/2021 07:19,"Ala igbo, Afrika","@DavidAltonHL @BaronessCoxNews The Nigerian government is failing.

Are we⁩  still calling them bandits or just arm… https://t.co/wFERDqopO2"
247,19/07/2021 07:18,"Clifton, NJ","There's a need for every citizen to rise up and make sure they perform their civic duties.
There cannot be an excus… https://t.co/JpdinP3jwT"
248,19/07/2021 07:18,,"@abati1990 Buhari kidnapped Nnamdi KANU, attacked Sunday Igboho. One week after, he released 1,009 Boko Haram TERRO… https://t.co/WrrUtk0Zbk"
249,19/07/2021 07:18,Osun state,@asemota Well maybe he is targeting Nigeria and other African countries
250,19/07/2021 07:18,"The Boardroom, London™",Governance: AU urges Nigeria to serve as African continent's motivator - Daily Sun: https://t.co/7grp0dYOEU #CorpGov via @ToGovern
251,19/07/2021 07:18,The Middle Of Nowhere.,@NEYOKI @Niyogeol @BexelInitiative @asemota I wasn't trying to discard his points. Just noting that times are chang… https://t.co/G3War5Hpec
252,19/07/2021 07:18,,@Emekannaoma @NOIweala @naftalibennett @NAkufoAddo Mazi Nnamdi Kanu's wife speaks on the challenges she faces as th… https://t.co/462mLttwhb
253,19/07/2021 07:18,"Lagos, Nigeria",@TheBestDecision God save us in Nigeria
254,19/07/2021 07:18,Federal Capital Territory,Reno Omokri Reveals Only Solution To Nigeria’s Problem https://t.co/lUVrTery8w
255,19/07/2021 07:18,,NIGERIA GOVERNMENT IS USING FULANI HERDSMEN AND MIYETTI ALLAH TERRORISM KILL INNOCENT CHRISTIAN PEOPLE END NIGERIA… https://t.co/5y8wW3FsXL
256,19/07/2021 07:18,🇳🇬 ,@xxxSILENTINO Lmaoooo. Nigeria dey hide palliatives
257,19/07/2021 07:18,,@ElochukwuOhagi Nigeria has shown the south that southern are slaves in Nigeria.. how can you convince us that nige… https://t.co/TbPqK7rkmc
258,19/07/2021 07:18,Federal Capital Territory,US Confirms Monkeypox Case Imported From Nigeria https://t.co/HvPDsYttaD
259,19/07/2021 07:18,Ask Me,@real_suleman_ @novieverest @AbdulMahmud01 Who rejects the opportunity to be the president of a country like Nigeri… https://t.co/oLNuywBUdz
260,19/07/2021 07:18,,"Lmao
Nigeria
No wonder Nigerians live about their means...we learnt from our government https://t.co/ee1GbzdEji"
261,19/07/2021 07:18,On God,@TheBestDecision Only God can save Nigeria
262,19/07/2021 07:18,UK ,@Tutsy22 🤔 na bone Nigeria remain🙄 this Nigeria politicians don finished that country 😱
263,19/07/2021 07:18,Zurich Switzerland,Taiwo Awoniyi: Could The Nigeria Striker Be An Option For Liverpool? https://t.co/qBwWPg6XbY
264,19/07/2021 07:18,,@TheBestDecision Nigeria needs saving
265,19/07/2021 07:17,"Paris, France","Our data is updated: https://t.co/03pQ8rRViP

Share of people with at least 1 dose:
🇪🇺 EU 56%
🇺🇸 US 56%
🇧🇷 Brazil 4… https://t.co/p065ZvoWP4"
266,19/07/2021 07:17,deez nuts park,@Robertge4 nigeria
267,19/07/2021 07:17,"Akwa Ibom, Nigeria","@Mayoral_OP @TheNnanna Lol with a well structured loan, even a civil servant can buy a car of 10million in Nigeria.… https://t.co/5jgByBzI5V"
268,19/07/2021 07:17,Lagos,@tmscool @cchukudebelu Nigeria is enough example to show that Africa is not serious about her future. If the so-cal… https://t.co/G851Zw3ykW
269,19/07/2021 07:17,EastSide,"We'll prevail without our buildings and shops.

Because our people are our real value. Join IPOB today and fight fo… https://t.co/xB1BZNKrrw"
270,19/07/2021 07:17,"Lagos, Nigeria","@instablog9ja Hello! While you’re here,  I write professional CVs and cover letters  with excellent templates that… https://t.co/c5Wxnzuq8J"
271,19/07/2021 07:17,,"ALIEXPRESS SUMMER TRY-ON HAUL || Fast Shipping to NIGERIA! + Baddie on a budget x
https://t.co/zShSveN77O

New YouT… https://t.co/mDOdrCv40r"
272,19/07/2021 07:17,...,What happens when you test positive for Covid in Nigeria? Does the government contact you? Do they whisk you away to an isolation center?
273,19/07/2021 07:17,Anywhere The Music At.😉,"Just posted a photo @ Lagos, Nigeria https://t.co/2bmcZLM8Za"
274,19/07/2021 07:17,Nigeria,"@Twaggtee @Wizarab10 Just incase you don't know, Nigeria is the only country I've seen where workers will not get p… https://t.co/p5cWuSKuWI"
275,19/07/2021 07:16,,"@henryshield There is this saying: Elections are not won by those who voted, but, by those who counted the votes. I… https://t.co/AXat1uWI4n"
276,19/07/2021 07:16,Australia,"New #UK scheme to drive trade with developing countries 
https://t.co/SbFxQLlaRP
#Bangladesh #British #Canada #EU… https://t.co/5vo4n0lNym"
277,19/07/2021 07:16,Planet Earth 🌎,Foreign Audience needs no interpreters to understand the state religious preference in Nigeria and the ethnic clean… https://t.co/eekzJyA16Y
278,19/07/2021 07:16,"Lagos, Nigeria","ONA IWA MIMO CHERUBIM &amp; SERAPHIM CHURCH NIGERIA &amp; OVERSEAS (#DAILYDIVINEBREAD FOR MONDAY, 19TH JULY 2021.) https://t.co/CmnqU90Adi"
279,19/07/2021 07:16,,@OJMATINEE @YeyeOlokun Nigeria really need saving
280,19/07/2021 07:16,"Castle Peenemünde. SE, Nigeria","@franz411 @kdollar79 @Akumneri Stop looking for trouble here and there. One day shark will eat your leg at sea.
Whi… https://t.co/pGAgwjElqJ"
281,19/07/2021 07:16,Sandton,@lionofjada Nigeria has been independent for 60+ years and the North has led for almost 45 of these years. Which in… https://t.co/9TIWltTx79
282,19/07/2021 07:16,"Abuja, Nigeria","If you’re in Nigeria, we are in the rainy season not summer..."
283,19/07/2021 07:16,,"@vanguardngrnews Nigeria who bewitched you, so all those clips of videos that we see everyday from all over Nigeria… https://t.co/wj3Lxlo7yr"
284,19/07/2021 07:16,Midrand,Nigeria puts six states on 'red alert' over virus fears https://t.co/qMF9pp5d2Q https://t.co/5WH0wCDyaw
285,19/07/2021 07:16,"Lagos, Berlin, London",📷 Can you guess or do you know what this is of? Yes it is a photo capture with a camera. . . . . . #b7kphotography… https://t.co/XdwtCbGZ6v
286,19/07/2021 07:16,"Lagos, Berlin, London","Can you guess or do you know what this is of? Yes it is a photo capture with a camera.
 .
.
. .
 .… https://t.co/29i2HIY4a7"
287,19/07/2021 07:16,"Nairobi, Enugu; Kampala; Juba","@SoniaMaduabuchi @the_davidatta @Chxta @ScarTissue101 What is not an elaborate scam in Nigeria? 

Tell me one...I'm waiting."
288,19/07/2021 07:16,MENA,@Ubandomajr001 info heree https://t.co/BtpRdTkSR2
289,19/07/2021 07:16,Pakistan and Dubai,Nigeria separatist snatched from Kenya: lawyers https://t.co/dOlX2aM5cb
290,19/07/2021 07:15,MENA,@AyoolaOlakan info heree https://t.co/BtpRdTkSR2
291,19/07/2021 07:15,Nigeria,Nigeria will be more peaceful after Buhari’s tenure – Gambari https://t.co/W4as3gGBnV
292,19/07/2021 07:15,MENA,@2_amaechi info heree https://t.co/BtpRdTkSR2
293,19/07/2021 07:15,"Lagos, Nigeria","Letsgo Monday!

Wishing you a successful week ahead. 

Follow us on all platforms @Letsgo Nigeria

Download the Let… https://t.co/LxP63iCmDM"
294,19/07/2021 07:15,,NIGERIA GOVERNMENT IS USING FULANI HERDSMEN AND MIYETTI ALLAH TERRORISM KILL INNOCENT CHRISTIAN PEOPLE END NIGERIA… https://t.co/UmQssj6RJc
295,19/07/2021 07:15,,Kukah a disappointment for castigating Nigeria before foreigners – Presidency https://t.co/zl8tWO86LV
296,19/07/2021 07:15,"Awka, Nigeria",@ishak2isma @NigeriaNewsdesk @todayng Do u read at all?abi na only headline u can read? Wen has upon family becomes Nigeria?
297,19/07/2021 07:15,Earth,"Job haunting in Nigeria is not damm easy,I pray everyone in search of a job will definitely get one🙏🏻"
298,19/07/2021 07:15,"Arkansas, USA","@mishtal Britain has us for being Children of God , Catriona Langh the current British High commissioner to Nigeria… https://t.co/pH3huznex2"
299,19/07/2021 07:15,Africa,"Police in Zamfara State, Northwest Nigeria have confirmed the killing of its operatives by terrorists in the state.
https://t.co/ZG2drWvRu1"
300,19/07/2021 07:15,,@Mrpossidez @_LuQQQ How can a mere citizen of Nigeria sell cement at cheap price to other African countries and sel… https://t.co/nTLnHl729k
301,19/07/2021 07:15,Áfríkà,"Sheikh Gumi a citizen, is been excorted by Nigerian security officers to negotiate with Bandits and kidnappers, but… https://t.co/64uNuuGGYu"
302,19/07/2021 07:15,London - UK,APC Congress: Lawmaker warns against imposing delegates in Sokoto https://t.co/qSnCjFjrUa  #Nigeria #NigeriaNews https://t.co/XQAC4vtttj
303,19/07/2021 07:15,,@Hyanes8 @NKUMEH I'm already sick and tired of the Zoological Republic called Nigeria oohhhh.. every blessed day no be goodnews😪
304,19/07/2021 07:15,"Ikeja, Nigeria","The World Bank has hailed Kogi State Governor, Yahaya Bello, for refunding US$4.63million surplus funds under the N… https://t.co/7s5sGWLaIr"
305,19/07/2021 07:15,,@EiENigeria @TheICIR This ones don't even want to move Nigeria forward their Loyalty is to a Party what a shame!
306,19/07/2021 07:15,Dunukofia LGA Anambra state,"On Restructuring they said no,
On Federal character they said no,
On Referendum they said no

Yet they call it one… https://t.co/QDZNPtS5VP"
307,19/07/2021 07:15,"Federal Capital Territory, Nig",Reno Omokri Reveals Only Solution To Nigeria’s Problem https://t.co/h6gheLQ3hu https://t.co/RDQ9tQDjRC
308,19/07/2021 07:15,Nigeria | Abu Dhabi | Texas ,"When you talk about ""church growth"" in Nigeria settings, It has alot to do with how much money your church is remit… https://t.co/ME6Mt2HJAK"
309,19/07/2021 07:15,"Orlu, Nigeria","@OyeAbioye @SaharaReporters Well you’ve answered my question, naira no be money, monopoly board game money get leve… https://t.co/BJuB9weXlz"
310,19/07/2021 07:15,Africa,"Terrorists Kill 13 Police Officers In Northwest Nigeria
https://t.co/ZG2drWvRu1"
311,19/07/2021 07:15,,@MobilePunch Buhari success is for fulani caliphate &amp; not Nigeria
312,19/07/2021 07:15,Lagos Nigeria,"@GazetteNGR Until he leaves office before Nigeria will be peaceful, not while in office 😄😄. Oga fa!"
313,19/07/2021 07:15,,"@d_Phantom5 @LeadershipNGA Hehehehe and PDP as a born again party that introduced rigging to Nigeria, is suddenly uninterested in rigging?"
314,19/07/2021 07:15,,"If we allow APC and PDP to continue this lawlessness till end of the year, Nigeria would  have turned into a full b… https://t.co/gUPOTkTbK7"
315,19/07/2021 07:15,"Abuja, Nigeria","The foreigners were said to have taken off from Ben Gurion Airport, Israel, on July 5 and arrived in Nigeria the fo… https://t.co/aEWhKLlvWr"
316,19/07/2021 07:15,United Kingdom,"At 08:15 Monday, 19 July 2021 (GMT +01:00) 
in Igbeti, Nigeria it was 21°C with a moderate or heavy rain shower. 
W… https://t.co/gPfAsEThAc"
317,19/07/2021 07:14,"Maiduguri, Nigeria",@linesville_ @UthmanTochukwu @Frank1Elder @Kornerstone4 This Nigeria no fit better.. all of us go die. Which kind thing be this? WAR??😭😭
318,19/07/2021 07:14,,"Whenever we see the rich white people, you guys don't question the way they got their wealth,, but ones the rich ma… https://t.co/ZaxJO0k9uv"
319,19/07/2021 07:14,"Federal Capital Territory, Nig",US Confirms Monkeypox Case Imported From Nigeria https://t.co/7NgkxeQXM9 https://t.co/uOW1KWLpO8
320,19/07/2021 07:14,Nigeria,Princess Kelechi: Combating unemployment across Nigeria remains my driving force https://t.co/s8TqZBPPZg
321,19/07/2021 07:14,"Lagos, Nigeria",@UthmanTochukwu And no had created himself as an igbo or fulani but I believed in society there's good ones but the… https://t.co/4QNY9jxZ4y
322,19/07/2021 07:14,London - UK,Eid-el-Kabir: Nigerian army remains focused in tackling security challenges – COAS https://t.co/Kqekukf3IB… https://t.co/m8HFV9VRdX
323,19/07/2021 07:14,"Lagos, Nigeria","Happy Productive Week. 💃🎉 @ Lagos, Nigeria https://t.co/Uyr1s7jSaH"
324,19/07/2021 07:14,"Springs, South Africa",If you put all of them money together e no reach 10% of the bribe Nigeria government is offering MNK yet MNK choose… https://t.co/O80bt0KeGX
325,19/07/2021 07:14,,"@SaharaReporters Why’d you say worthless Nigeria naira , you should at least give little respect to our currency 💴"
326,19/07/2021 07:14,UAR ,"@ose_anenih Lol. If PDP weren't the opposition they'll vote exactly the same way APC did. 
Political parties in Nig… https://t.co/4UFfVhCEq7"
327,19/07/2021 07:14,hem of the earth,@GhenhisKhan The context he said that is different. He said we should work for buhari's success because his success… https://t.co/wMhjqemgI3
328,19/07/2021 07:14,"Akobo Road, Ibadan Nigeria","Inverter Battery Replacements? 
Choose INDEX NXT: premium+ quality 💪
Made in India 🇮🇳
•Requires no water topping
•4… https://t.co/t20vJyeLeQ"
329,19/07/2021 07:14,Nigeria,"Leo #Messi overtakes #CR7 🔥🔥🔥

🎯 The most liked instagram sports photo 
🎯 Over 20 million likes👍

Now who is the re… https://t.co/BFZE0VoF51"
330,19/07/2021 07:14,,"@AmnestyNigeria If several assassination attempts on #MaziNnamdiKanu on 7th 10th &amp; 14th sept 2017 had succeeded,
wo… https://t.co/XI8385b0DZ"
331,19/07/2021 07:13,,"@MobilePunch My take is that there should change those branches to pure water companies and employ people to work,… https://t.co/tHqeeW9FBA"
332,19/07/2021 07:13,worldwide ,"Just posted a photo @ Abuja, Nigeria https://t.co/qMVn5bqawM"
333,19/07/2021 07:13,"München, Bayern",Nigeria’s security crises – five different threats – NEWPAPER24 https://t.co/vvFeGMPiDJ
334,19/07/2021 07:13,"Los Angeles, CA",@lanth_fan Nigeria is so wild
335,19/07/2021 07:13,,"@USinNigeria If several assassination attempts on #MaziNnamdiKanu on 7th 10th &amp; 14th sept 2017 had succeeded,
would… https://t.co/SGFD3xwkIE"
336,19/07/2021 07:13,CA,@mooh_tukur @has_elmohamady @Princemudi_ Musa is my friend and if Nigeria break up Musa will still be my friend
337,19/07/2021 07:13,,@Ikechuk23724998 @OkechukwuNwadi5 Bandit did not attack police formation please what happened is that bandit clash… https://t.co/IFAzPHeoMN
338,19/07/2021 07:13,"London UK, Solothurn, CH",On the 15th of July 2021 the World Youth Skills Day. Ese Odo Local Government Area of Ondo State Nigeria Africa. I… https://t.co/IWcEhHul1v
339,19/07/2021 07:13,,"@DailyPostNGR How dare you, it is you that is not patriotic, what do you want us to do? Promoting the gross injusti… https://t.co/sk1duDsXVY"
340,19/07/2021 07:13,"Castle Peenemünde. SE, Nigeria",@iffy_ifey_ @CannonleoGeek @Akumneri Wait why are you guys just chernobyling around like you forgot what happened i… https://t.co/QJzeXSYmd4
341,19/07/2021 07:13,Everywhere,"VIA @instablog9ja: Nigeria’s feminist coven in disarray as one of their flagship memb, Nkechi Bianze, makes a sudde… https://t.co/4NchoyefFZ"
342,19/07/2021 07:13,,"Nigeria isn’t always a basket case. Did you know that internet usage grew 101,484% over the last 20 years and we ha… https://t.co/JaVuXHlq0C"
343,19/07/2021 07:13,somewhere in Antarctica,@nwabukingedu @ahmedtaofik @buchi_beluchi @stainlez1 @UthmanTochukwu sailed from Sierra Leone to Lagos and Badagry… https://t.co/6eAlEEH6J1
344,19/07/2021 07:13,,"@UKinNigeria If several assassination attempts on #MaziNnamdiKanu on 7th 10th &amp; 14th sept 2017 had succeeded,
would… https://t.co/9zmdU5IfZI"
345,19/07/2021 07:12,,@GazetteNGR God Bless Nigeria with more of this amen 🙏
346,19/07/2021 07:12,Malaysia,"@hartng My problem is, do these guys sponsor research in these areas. Does government place necessary sustainabilit… https://t.co/MGuHrpQY3w"
347,19/07/2021 07:12,somewhere in Antarctica,"@nwabukingedu @ahmedtaofik @buchi_beluchi @stainlez1 @UthmanTochukwu Slavery was frowned upon, and the British gove… https://t.co/aE7cFWxXv7"
348,19/07/2021 07:12,"Lagos, Nigeria",ANALYSIS: Nigeria’s New Borrowing Pushes Up Debt To N40.19 trillion - https://t.co/n4QjYFvNxL https://t.co/ymjCNaHREJ
349,19/07/2021 07:12,,@CelebrityBarMan Amen🙏🏽
350,19/07/2021 07:12,"Ibadan, Nigeria",@AnthonyEsom3 @xyno77 @Akumneri If you can't take the challenge and mention one product dangote is allowed to sell… https://t.co/fx27286Y5u
351,19/07/2021 07:12,,@ninafx_ I'm making some bags💰from @Sentinel_co wherr Users can earn rewards in exchange for delegatng thier Sentin… https://t.co/Pv0YMbqtB5
352,19/07/2021 07:12,,"@UKParliament If several assassination attempts on #MaziNnamdiKanu on 7th 10th &amp; 14th sept 2017 had succeeded,would… https://t.co/GRsTg81U5V"
353,19/07/2021 07:12,La Ciudad De Las Gidi,@orebobo @SoniaMaduabuchi @the_davidatta @Chxta The money they make from these fraudulent moves are what they will… https://t.co/mDy302gud1
354,19/07/2021 07:11,"Lagos, Nigeria","@Timisaino @KpeibeeS @renoomokri 😂😂
Your mumu never do ni?

Sabbath day is on Saturday no matter your time-zone. Th… https://t.co/FKnYdkT6Ni"
355,19/07/2021 07:11,,Federal Govt of Nigeria denies asking Obi Cubana for loan - https://t.co/sThawWQwBY https://t.co/MAUv0WVcSf
356,19/07/2021 07:11,United Kingdom,It's the oil. It has always been about the oil. That's what 1967 and the demonisation of the Igbos by @BBC was abou… https://t.co/xmHqxTszcv
357,19/07/2021 07:11,,Prosperity gospel is so dangerous. Gave rise to more corruption in Nigeria https://t.co/x8fDBmrWZT
358,19/07/2021 07:11,Lagos /Milton Keynes,We must develop a more proactive and sophisticated approach to our Ethnic Diversity in Nigeria so that we can stop… https://t.co/nsn7FYDd1u
359,19/07/2021 07:11,,Mobile data is still expensive in Nigeria but boy has the price come down
360,19/07/2021 07:11,Surulere,@KAHZKAHZ This is not the Nigeria we voted for
361,19/07/2021 07:11,"Kingston upon Thames, London",@_sansteph Honourable Minister of Enjoyment of the Federal Republic of Nigeria.
362,19/07/2021 07:11,,"If several assassination attempts on #MaziNnamdiKanu on 7th 10th &amp; 14th sept 2017 had succeeded,
would any reasonab… https://t.co/1tzuSVFAEN"
363,19/07/2021 07:11,"Lagos, Nigeria",How to Apply for #Kenya E-visa How to Apply for Kenya E-visa Nigeria and other #TravellersguideNG https://t.co/2sDAEdCMiJ #evisa
364,19/07/2021 07:11,"Lagos, Nigeria","GULDER ULTIMATE TRAVEL EXPERIENCE 

Gulder Nigeria vacation dream of the year, #TravellersguideNG https://t.co/ZPJI1zRD9Q"
